age,gender,education,employment_status,employment_sector,income_bracket,marital_status,household_size,has_children,urbanicity,region,voted_last,party_id_strength,union_member,public_sector,home_owner,small_biz_owner,owns_car,wa_groups,refused_count,attention_check,will_turnout,undecided,preference_strength,survey_confidence,tv_news_hours,social_media_hours,trust_media,civic_participation,job_tenure_years,primary_choice,secondary_choice,intended_vote
,1.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,4.0,1.0,9.0,0.0,37.0,CAND_Electra,CAND_Icaro,Undecided
63.0,0.0,3.0,5.0,1.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,5.0,3.0,2.0,CAND_Electra,CAND_Halley,Undecided
64.0,0.0,5.0,2.0,5.0,1.0,1.0,3.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,10.0,3.0,0.0,0.0,8.0,1.0,15.0,CAND_Civico,CAND_Boreal,CAND_Civico
20.0,2.0,4.0,4.0,4.0,1.0,2.0,6.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,0.0,3.0,9.0,10.0,8.0,CAND_Jade,CAND_Halley,Undecided
36.0,1.0,0.0,5.0,5.0,2.0,3.0,5.0,0.0,,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,8.0,10.0,4.0,4.0,6.0,9.0,12.0,CAND_Boreal,CAND_Boreal,Undecided
77.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,2.0,5.0,1.0,2.0,2.0,9.0,3.0,CAND_Azon,CAND_Gaia,Undecided
28.0,0.0,1.0,4.0,0.0,3.0,0.0,5.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,,0.0,1.0,3.0,4.0,1.0,0.0,1.0,4.0,0.0,5.0,3.0,2.0,0.0,4.0,CAND_Demetra,CAND_Halley,Undecided
33.0,0.0,,5.0,5.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,5.0,2.0,4.0,3.0,4.0,10.0,1.0,CAND_Gaia,CAND_Icaro,CAND_Gaia
55.0,0.0,4.0,5.0,2.0,0.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,9.0,26.0,CAND_Demetra,CAND_Demetra,Undecided
79.0,1.0,0.0,2.0,1.0,4.0,4.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,4.0,2.0,2.0,,6.0,20.0,CAND_Gaia,CAND_Halley,Undecided
,1.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,3.0,1.0,1.0,1.0,4.0,10.0,2.0,1.0,4.0,8.0,5.0,CAND_Gaia,CAND_Halley,Undecided
34.0,,2.0,5.0,,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,9.0,2.0,1.0,5.0,5.0,33.0,CAND_Electra,CAND_Jade,CAND_Electra
54.0,0.0,0.0,5.0,3.0,,0.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,10.0,,2.0,0.0,8.0,0.0,CAND_Azon,CAND_Civico,Undecided
64.0,1.0,4.0,5.0,4.0,0.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,0.0,10.0,2.0,2.0,4.0,8.0,6.0,17.0,CAND_Demetra,CAND_Electra,CAND_Demetra
29.0,0.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,9.0,6.0,3.0,0.0,9.0,6.0,39.0,CAND_Frontera,CAND_Boreal,Undecided
62.0,,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,5.0,3.0,3.0,0.0,7.0,CAND_Icaro,CAND_Halley,Undecided
72.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,3.0,2.0,0.0,4.0,10.0,1.0,40.0,CAND_Gaia,CAND_Azon,CAND_Gaia
44.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,2.0,4.0,4.0,2.0,,5.0,37.0,CAND_Jade,CAND_Icaro,Undecided
29.0,0.0,4.0,5.0,1.0,3.0,4.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,4.0,7.0,2.0,5.0,9.0,7.0,22.0,CAND_Azon,,Undecided
39.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,4.0,1.0,1.0,1.0,10.0,0.0,1.0,,6.0,7.0,16.0,CAND_Jade,CAND_Civico,Undecided
45.0,,2.0,3.0,4.0,2.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,2.0,1.0,5.0,0.0,7.0,3.0,0.0,CAND_Jade,CAND_Electra,Undecided
,1.0,0.0,5.0,0.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,8.0,2.0,3.0,1.0,4.0,9.0,5.0,CAND_Azon,CAND_Frontera,Undecided
75.0,1.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,0.0,3.0,4.0,6.0,34.0,CAND_Civico,CAND_Frontera,CAND_Civico
56.0,0.0,4.0,,3.0,4.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,10.0,4.0,3.0,8.0,2.0,22.0,CAND_Demetra,CAND_Gaia,CAND_Demetra
31.0,1.0,5.0,,,1.0,3.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,10.0,6.0,34.0,CAND_Gaia,CAND_Civico,Undecided
81.0,0.0,,5.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,2.0,9.0,4.0,33.0,CAND_Gaia,CAND_Jade,Undecided
38.0,1.0,2.0,2.0,4.0,0.0,1.0,6.0,,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,4.0,4.0,7.0,CAND_Azon,CAND_Electra,CAND_Azon
84.0,0.0,5.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,,4.0,10.0,2.0,0.0,,4.0,15.0,CAND_Electra,CAND_Icaro,Undecided
82.0,0.0,3.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,9.0,10.0,39.0,CAND_Civico,CAND_Electra,CAND_Civico
74.0,1.0,4.0,0.0,0.0,3.0,2.0,6.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,,0.0,1.0,6.0,3.0,2.0,1.0,2.0,7.0,25.0,CAND_Demetra,CAND_Gaia,Undecided
51.0,0.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,7.0,8.0,4.0,4.0,7.0,4.0,16.0,CAND_Gaia,CAND_Frontera,Undecided
80.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,4.0,6.0,5.0,3.0,9.0,,9.0,CAND_Azon,CAND_Jade,Undecided
35.0,1.0,3.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,9.0,9.0,0.0,1.0,9.0,4.0,20.0,CAND_Gaia,CAND_Jade,CAND_Gaia
69.0,1.0,1.0,5.0,5.0,3.0,0.0,4.0,1.0,2.0,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,,2.0,7.0,5.0,1.0,6.0,10.0,35.0,CAND_Gaia,CAND_Gaia,Undecided
18.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,,1.0,8.0,4.0,0.0,0.0,9.0,2.0,22.0,CAND_Frontera,CAND_Civico,Undecided
79.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,10.0,2.0,4.0,9.0,6.0,28.0,CAND_Civico,CAND_Azon,Undecided
51.0,0.0,,2.0,2.0,2.0,3.0,7.0,,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,5.0,1.0,1.0,0.0,8.0,0.0,2.0,2.0,4.0,9.0,5.0,CAND_Frontera,CAND_Civico,CAND_Frontera
51.0,0.0,1.0,4.0,3.0,3.0,4.0,,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,7.0,4.0,5.0,2.0,1.0,3.0,9.0,CAND_Gaia,CAND_Boreal,Undecided
76.0,0.0,0.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,10.0,3.0,3.0,2.0,6.0,6.0,14.0,CAND_Civico,CAND_Azon,Undecided
28.0,0.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,0.0,23.0,CAND_Boreal,CAND_Gaia,Undecided
35.0,1.0,5.0,2.0,0.0,2.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,7.0,9.0,0.0,2.0,,6.0,2.0,CAND_Boreal,CAND_Gaia,Undecided
76.0,1.0,2.0,4.0,4.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,8.0,0.0,2.0,5.0,3.0,3.0,26.0,CAND_Azon,CAND_Halley,Undecided
58.0,0.0,1.0,4.0,2.0,3.0,4.0,4.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,,3.0,10.0,5.0,3.0,9.0,5.0,27.0,CAND_Azon,CAND_Icaro,CAND_Azon
29.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,1.0,,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,3.0,4.0,6.0,2.0,16.0,CAND_Halley,CAND_Azon,Undecided
21.0,1.0,0.0,1.0,3.0,0.0,2.0,6.0,,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,8.0,8.0,CAND_Jade,CAND_Halley,Undecided
20.0,0.0,1.0,3.0,3.0,3.0,1.0,7.0,0.0,2.0,2.0,1.0,4.0,,,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,5.0,3.0,4.0,9.0,8.0,33.0,CAND_Azon,CAND_Gaia,Undecided
18.0,1.0,2.0,3.0,3.0,0.0,1.0,,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,3.0,3.0,9.0,CAND_Azon,CAND_Electra,Undecided
19.0,0.0,4.0,3.0,,2.0,4.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,9.0,2.0,3.0,6.0,10.0,37.0,CAND_Gaia,CAND_Gaia,CAND_Gaia
55.0,0.0,5.0,4.0,1.0,,0.0,2.0,0.0,0.0,4.0,0.0,,0.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,,1.0,1.0,6.0,0.0,0.0,9.0,0.0,17.0,CAND_Gaia,CAND_Jade,Undecided
,1.0,1.0,4.0,4.0,,,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,1.0,0.0,3.0,2.0,3.0,CAND_Azon,CAND_Gaia,CAND_Azon
25.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,9.0,1.0,4.0,3.0,1.0,2.0,CAND_Jade,CAND_Azon,CAND_Jade
31.0,0.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,10.0,3.0,1.0,3.0,6.0,2.0,37.0,CAND_Icaro,CAND_Boreal,CAND_Icaro
83.0,1.0,4.0,3.0,0.0,3.0,3.0,5.0,1.0,1.0,2.0,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,9.0,4.0,,4.0,0.0,1.0,30.0,CAND_Gaia,CAND_Gaia,Undecided
28.0,0.0,2.0,4.0,2.0,2.0,2.0,5.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,,0.0,,6.0,4.0,1.0,0.0,3.0,35.0,CAND_Gaia,CAND_Azon,CAND_Gaia
61.0,1.0,0.0,0.0,,4.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,,1.0,0.0,1.0,7.0,1.0,3.0,5.0,2.0,3.0,31.0,CAND_Gaia,CAND_Frontera,Undecided
70.0,1.0,3.0,5.0,5.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,5.0,8.0,CAND_Boreal,CAND_Azon,Undecided
50.0,,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,3.0,4.0,0.0,5.0,37.0,CAND_Azon,CAND_Icaro,Undecided
73.0,0.0,1.0,0.0,5.0,3.0,0.0,,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,,1.0,9.0,7.0,5.0,2.0,5.0,2.0,37.0,CAND_Boreal,CAND_Azon,Undecided
47.0,1.0,0.0,2.0,1.0,4.0,1.0,4.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,7.0,10.0,2.0,0.0,4.0,,22.0,CAND_Azon,CAND_Civico,Undecided
54.0,0.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,,5.0,1.0,1.0,1.0,9.0,,4.0,1.0,3.0,10.0,25.0,CAND_Azon,CAND_Demetra,Undecided
24.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,3.0,2.0,6.0,2.0,10.0,CAND_Jade,CAND_Civico,Undecided
41.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,7.0,2.0,2.0,4.0,7.0,1.0,14.0,CAND_Jade,CAND_Boreal,Undecided
66.0,0.0,5.0,4.0,3.0,3.0,,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,5.0,8.0,2.0,4.0,7.0,3.0,11.0,CAND_Demetra,CAND_Electra,Undecided
44.0,0.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0,2.0,5.0,9.0,6.0,27.0,CAND_Demetra,CAND_Azon,Undecided
82.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,7.0,4.0,2.0,0.0,9.0,7.0,12.0,CAND_Demetra,CAND_Electra,CAND_Demetra
82.0,1.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,6.0,,5.0,0.0,1.0,5.0,20.0,CAND_Gaia,CAND_Frontera,Undecided
55.0,0.0,4.0,1.0,3.0,0.0,2.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,3.0,5.0,2.0,7.0,6.0,39.0,CAND_Civico,CAND_Frontera,Undecided
67.0,1.0,4.0,4.0,4.0,,1.0,3.0,1.0,1.0,,1.0,2.0,0.0,0.0,1.0,0.0,,2.0,0.0,1.0,0.0,1.0,10.0,4.0,1.0,4.0,7.0,9.0,40.0,CAND_Demetra,CAND_Frontera,Undecided
55.0,0.0,0.0,2.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,5.0,28.0,CAND_Boreal,CAND_Boreal,Undecided
66.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,,,1.0,3.0,1.0,0.0,1.0,2.0,5.0,0.0,4.0,2.0,9.0,20.0,CAND_Demetra,CAND_Gaia,Undecided
31.0,1.0,4.0,5.0,0.0,3.0,3.0,3.0,0.0,1.0,4.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,5.0,4.0,5.0,10.0,2.0,20.0,CAND_Icaro,CAND_Azon,Undecided
66.0,1.0,3.0,2.0,4.0,1.0,2.0,,1.0,,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,6.0,3.0,2.0,3.0,0.0,4.0,39.0,CAND_Gaia,CAND_Frontera,Undecided
,0.0,5.0,2.0,4.0,3.0,4.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,9.0,3.0,3.0,8.0,6.0,29.0,CAND_Civico,CAND_Jade,CAND_Civico
47.0,0.0,2.0,0.0,3.0,3.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,8.0,3.0,1.0,6.0,,35.0,CAND_Icaro,CAND_Civico,CAND_Icaro
19.0,0.0,,3.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,,1.0,,0.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,1.0,4.0,37.0,CAND_Frontera,CAND_Civico,Undecided
19.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,9.0,2.0,1.0,CAND_Azon,CAND_Gaia,CAND_Azon
65.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,6.0,6.0,0.0,5.0,0.0,1.0,6.0,CAND_Azon,CAND_Boreal,Undecided
47.0,1.0,2.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,,5.0,4.0,3.0,5.0,2.0,10.0,39.0,CAND_Demetra,CAND_Civico,CAND_Demetra
,,1.0,5.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,4.0,0.0,0.0,9.0,22.0,CAND_Gaia,CAND_Gaia,Undecided
64.0,0.0,3.0,,5.0,1.0,3.0,3.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,5.0,4.0,0.0,0.0,,CAND_Boreal,CAND_Demetra,Undecided
58.0,0.0,4.0,1.0,,0.0,1.0,6.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,5.0,9.0,22.0,CAND_Demetra,CAND_Demetra,Undecided
30.0,1.0,5.0,5.0,0.0,0.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,4.0,4.0,8.0,2.0,18.0,CAND_Civico,CAND_Civico,Undecided
23.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,5.0,4.0,5.0,6.0,4.0,16.0,CAND_Azon,CAND_Boreal,Undecided
25.0,0.0,1.0,5.0,0.0,1.0,0.0,7.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,9.0,3.0,5.0,2.0,5.0,7.0,20.0,CAND_Gaia,,Undecided
24.0,1.0,2.0,4.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,,1.0,5.0,3.0,4.0,0.0,0.0,1.0,23.0,CAND_Boreal,CAND_Boreal,Undecided
36.0,1.0,2.0,2.0,3.0,1.0,,6.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,,3.0,3.0,1.0,1.0,1.0,9.0,1.0,0.0,4.0,3.0,2.0,,CAND_Azon,CAND_Demetra,Undecided
40.0,0.0,3.0,2.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,,2.0,2.0,7.0,CAND_Jade,CAND_Frontera,CAND_Jade
61.0,1.0,5.0,4.0,4.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,10.0,,1.0,3.0,6.0,24.0,CAND_Azon,CAND_Electra,Undecided
63.0,1.0,1.0,2.0,1.0,3.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,,1.0,,0.0,0.0,3.0,,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,0.0,35.0,CAND_Icaro,CAND_Boreal,Undecided
54.0,1.0,1.0,3.0,5.0,3.0,4.0,6.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0,,24.0,CAND_Demetra,CAND_Icaro,Undecided
72.0,0.0,4.0,3.0,0.0,4.0,1.0,7.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,9.0,2.0,,4.0,0.0,9.0,,CAND_Gaia,CAND_Electra,CAND_Gaia
64.0,0.0,3.0,3.0,1.0,4.0,2.0,,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,9.0,2.0,1.0,6.0,7.0,39.0,CAND_Demetra,CAND_Frontera,Undecided
61.0,2.0,0.0,1.0,4.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,2.0,4.0,3.0,14.0,CAND_Electra,CAND_Gaia,Undecided
23.0,1.0,,0.0,0.0,4.0,1.0,6.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,,1.0,3.0,3.0,9.0,,1.0,CAND_Icaro,CAND_Jade,Undecided
23.0,0.0,0.0,,4.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,7.0,4.0,0.0,0.0,9.0,,2.0,CAND_Electra,CAND_Boreal,CAND_Electra
54.0,1.0,2.0,5.0,4.0,3.0,1.0,6.0,1.0,1.0,3.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,2.0,,0.0,1.0,10.0,7.0,1.0,3.0,10.0,6.0,4.0,CAND_Civico,CAND_Halley,Undecided
45.0,1.0,1.0,3.0,1.0,0.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,,3.0,6.0,8.0,26.0,CAND_Azon,CAND_Electra,Undecided
30.0,,4.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,7.0,0.0,5.0,CAND_Gaia,CAND_Gaia,CAND_Gaia
25.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,,8.0,9.0,,5.0,5.0,,29.0,CAND_Azon,CAND_Frontera,CAND_Azon
